id,scene,object,instruction,level,times
41009057,"Toothpaste,14,54,CleansingFoam,-14,67,Toothpaste,14,55,",Toothpaste,"Could you grab the item that you use to maintain your oral hygiene, on the front-right side that helps to prevent cavities, gum disease, and bad breath",4,1
41009058,"Yogurt,-6,50,GlueStick,-13,51,Coffee,-12,47,",Coffee,"Can you please hand me the bottled beverage at the Back-Left, which is perfect for people who need a quick source of caffeine and energy",4,1
41009059,"CleansingFoam,12,62,SugarlessGum,-1,62,Toothpaste,12,53,",CleansingFoam,Can you pick up the skincare product that can help remove impurities from the skin and prepare it for other skincare products while lying between the SugarlessGum and Toothpaste?,4,1
41009060,"GlueStick,4,52,Yogurt,15,68,SourMilkDrink,-8,68,",SourMilkDrink,Grab the small square container to the right of Yogurt that is commonly used for consuming sour or lactose-reduced milk on-the-go,4,1
41009061,"ADMilk,15,41,GlueStick,2,49,SugarlessGum,16,69,",SugarlessGum,Can you hand me the chewing product that is on the front-right of the milk drink? It helps freshen breath and stimulates saliva production,4,1
41009062,"CleansingFoam,13,54,MilkDrink,2,46,CleansingFoam,9,49,",CleansingFoam,"Please grab the item on the left side of the MilkDrink, which is usually used to clean your face and remove impurities for better skincare.",4,1
41009063,"SourMilkDrink,-10,40,SourMilkDrink,2,52,GlueStick,-2,50,SourMilkDrink,-15,62,",SourMilkDrink,"Can you hand me the beverage on the front-left side of the scene, which is in a convenient and portable container, making it suitable for on-the-go consumption, particularly useful for people who need to drink sour milk or a similar beverage",4,1
41009064,"Coffee,2,54,CleansingFoam,-9,42,Atomize,16,53,",Atomize,"Please hand me the small cylindrical applicator on the Front-Right side of the coffee bottle, which can effectively apply deodorant onto the underarm area for a clean and confident appearance",4,1
41009065,"Toothpaste,5,59,Toothpaste,4,57,SugarlessGum,4,59,",SugarlessGum,"Take the chewing gum in front of the Toothpaste, which is a low-calorie and healthy alternative for refreshing breath and reducing sugar consumption",4,1
41009066,"Softdrink,14,68,SourMilkDrink,1,41,Coffee,-3,64,ADMilk,-6,47,",ADMilk,Please grab the drink that is often used as an ingredient in various recipes and can be found on the Back-Left corner of the scene,4,1
41009067,"Yogurt,4,56,ADMilk,16,56,GlueStick,-12,46,SugarlessGum,6,63,",GlueStick,"Grab the cylindrical shaped object on the Back-Left of the scene that is versatile for attaching various lightweight materials together and commonly used for crafting and office tasks, without requiring additional tools or leaving a mess behind.",4,1
41009068,"Atomize,-15,69,Yogurt,-4,56,Softdrink,3,70,",Softdrink,"Can you please get me that drink on the front-right, it can cool me down during hot weather and suppress thirsty feelings",4,1
41009069,"Coffee,-6,50,SourMilkDrink,3,49,CleansingFoam,7,56,",Coffee,"Please pass me the bottled drink located on the front-left, which is perfect for a quick caffeine boost and easily taken on-the-go",4,1
41009070,"CleansingFoam,-1,43,MilkDrink,1,57,CleansingFoam,-5,46,Atomize,16,67,",Atomize,Hand me the cylinder-shaped item that could be used for personal hygiene and is located on the front-right side of the scene,4,1
41009071,"SourMilkDrink,-12,66,Atomize,11,62,GlueStick,4,68,",SourMilkDrink,"Please grab the small rectangular container on the front-left, which contains a beverage perfect for those who are lactose intolerant or prefer a tangy taste",4,1
41009072,"SugarlessGum,9,48,Atomize,-11,54,CleansingFoam,10,61,",Atomize,Can you hand me the cylindrical body applicator that is beside the SugarlessGum and can help me apply deodorant with precision onto my underarms?,4,1
41009073,"GlueStick,-10,60,GlueStick,-7,57,GlueStick,8,59,SugarlessGum,1,46,",SugarlessGum,Please grab the chewing product on the front right side of the adhesive products which can help keep your breath fresh and maintain oral hygiene without sugar,4,1
41009074,"GlueStick,7,67,Toothpaste,-2,48,Toothpaste,-13,48,",Toothpaste,"Please take the dental hygiene product positioned on the Back-Left of GlueStick, which is beneficial for cleaning teeth, removing plaque, and maintaining oral health.",4,1
41009075,"ADMilk,11,40,CleansingFoam,-7,50,Yogurt,0,64,",Yogurt,Please grab the food container that can be easily squeezed to dispense yogurt and it is located in the middle between the foaming cleanser and the milk product,4,1
41009076,"CleansingFoam,-13,55,Toothpaste,10,45,Yogurt,14,58,",Toothpaste,Please take the product made for oral hygiene located in the vicinity behind CleansingFoam.,4,1
41009077,"Softdrink,-13,45,MilkDrink,7,40,GlueStick,-11,41,",GlueStick,"Please grab the cylindrical object at the Back-Right of Softdrink and the Front-Left of MilkDrink, commonly used for attaching various materials and a valuable addition to your toolkit for various tasks",4,1
41009078,"Yogurt,-13,49,Coffee,10,57,SourMilkDrink,-14,52,",Coffee,Please grab the bottled beverage that is perfect for on-the-go consumption and typically contains caffeine,4,1
41009079,"Atomize,18,52,Softdrink,17,66,Toothpaste,-1,70,Coffee,-3,64,",Softdrink,"Please grab the bottled beverage on the Front-Right side of the scene, which you can enjoy as a refreshing and flavorful drink, especially during hot weather",4,1
41009080,"MilkDrink,9,70,GlueStick,16,53,Atomize,-15,66,Toothpaste,-14,58,",GlueStick,Take the cylindrical adhesive product on the Back-Right of MilkDrink to attach decorative elements or reinforce paper materials,4,1
41009081,"SugarlessGum,-6,65,Atomize,-15,64,Softdrink,1,47,",Atomize,Please grab the item on the Back-Left of SugarlessGum that helps you to apply deodorant evenly and keep fresh throughout the day.,4,1
41009082,"SugarlessGum,-1,66,SugarlessGum,2,55,Softdrink,-6,51,Atomize,12,46,",Atomize,Please grab the small deodorant applicator located on the Back-Right of the scene to maintain a clean and fresh appearance throughout the day,4,1
41009083,"GlueStick,18,48,CleansingFoam,15,58,Softdrink,-13,61,",Softdrink,Grab the cold drink on the Front-Left with a sweet taste that is perfect for when you need to quench your thirst,4,1
41009084,"Atomize,4,50,MilkDrink,-4,61,SugarlessGum,1,68,",MilkDrink,Can you grab the convenient portable drink container located on the Back-Left how that I can sip and enjoy a cold drink while on the go,4,1
41009085,"MilkDrink,-13,44,SourMilkDrink,16,43,SourMilkDrink,14,63,MilkDrink,-7,63,",SourMilkDrink,"Grab the small rectangular container on the right side of the scene, which is perfect for those who prefer sour milk or are lactose intolerant",4,1
41009086,"SourMilkDrink,12,41,Atomize,5,52,Yogurt,11,69,",SourMilkDrink,"Please grab the small, portable container of sour milk or a similar beverage that is located on the back-right side of the scene. It is perfect for on-the-go consumption and is particularly useful for those who need lactose-reduced milk or prefer the taste of tangy milk",4,1
41009087,"Yogurt,-11,55,GlueStick,-9,42,CleansingFoam,10,68,Atomize,20,55,",GlueStick,"Please grab the cylindrical adhesive product on the Back-Right of the yogurt, which is perfect for attaching decorative elements and reinforcing paper materials",4,1
41009088,"MilkDrink,13,54,SugarlessGum,16,60,Yogurt,10,57,Atomize,8,48,",Atomize,Please give me the small tubular object at the back-left corner that can facilitate applying deodorant onto your underarm area,4,1
41009089,"CleansingFoam,7,50,ADMilk,3,59,SourMilkDrink,2,63,Atomize,13,59,",SourMilkDrink,"Grab the container located on the front-left, which is suitable for people who prefer the taste of sour milk or a similar beverage",4,1
41009090,"Yogurt,-14,57,Toothpaste,14,53,MilkDrink,5,42,Toothpaste,17,70,",MilkDrink,Please take the refreshing drink that is located on the front right of the scene to quench your thirst,4,1
41009091,"ADMilk,-2,49,CleansingFoam,11,43,Softdrink,-5,52,",CleansingFoam,"Please grab the facial cleanser behind the bottle on your front-right. It can help remove unwanted dirt and impurities from your skin, providing you with a refreshing and clean feeling",4,1
41009092,"MilkDrink,-12,64,ADMilk,-9,60,Coffee,15,40,CleansingFoam,-8,68,",CleansingFoam,"Can you pass me the item on the Front-Left area, which helps remove dirt, oil, and impurities from facial skin, preparing for subsequent skincare routines",4,1
41009093,"ADMilk,-6,55,Yogurt,-7,42,Atomize,-9,68,SugarlessGum,-7,45,",Yogurt,"Can you please grab the item on the back-left side of the scene. It is a practical and convenient food container commonly used for storing and dispensing some creamy and healthy food, such as cereals, fruits and smoothies",4,1
41009094,"CleansingFoam,-11,64,CleansingFoam,1,46,SourMilkDrink,20,49,",CleansingFoam,"Can you please grab the facial cleanser that is located in the Back-Left of the scene, which is commonly used to remove dirt, oil, and impurities from the skin",4,1
41009095,"Yogurt,-1,45,Softdrink,-3,48,Toothpaste,20,62,",Softdrink,Please hand me the refreshing drink that is located to the left of the Yogurt and can quench thirst during hot weather,4,1
41009096,"MilkDrink,18,51,CleansingFoam,0,53,Softdrink,1,46,",Softdrink,Please pass me the type of refreshing beverage that is located on the back-right side of the scene and is known to quench thirst and provide a cooling effect,4,1
41009097,"Yogurt,-9,58,ADMilk,18,52,MilkDrink,10,65,MilkDrink,7,53,",ADMilk,Please grab the cold dairy product located to the right of the yogurt that can serve as a refreshing drink or essential ingredient in a variety of recipes,4,1
41009098,"Toothpaste,-7,58,Toothpaste,7,60,Softdrink,9,58,",Softdrink,Can you please hand me the cold refreshing beverage located behind the back-right item which can quench thirst during hot weather,4,1
41009099,"Coffee,-1,52,Atomize,-13,63,Yogurt,6,55,Softdrink,-12,69,",Coffee,Please grab the beverage on the back-right side of another object that can provide caffeine and energy when you're in a hurry or on-the-go,4,1
41009100,"SugarlessGum,6,40,Toothpaste,1,42,MilkDrink,-1,45,Softdrink,-13,41,",MilkDrink,Please grab the portable beverage container that is on the front-left and is perfect for on-the-go. This item serves as a convenient way to enjoy a cold drink like milk or a smoothie when access to other containers is limited.,4,1
41009101,"SourMilkDrink,0,53,GlueStick,-12,56,MilkDrink,0,46,Toothpaste,-3,44,",MilkDrink,"Grab the drink between the Toothpaste and SourMilkDrink from the back to the front, which is convenient and practical to consume compared to bringing a cup.",4,1
41009102,"Coffee,-1,50,SugarlessGum,-3,51,Coffee,9,46,",Coffee,"Grab the bottled beverage between the two coffee objects in a row from back to front, for a convenient source of caffeine and energy on-the-go",4,1
41009103,"CleansingFoam,17,70,Yogurt,13,47,SugarlessGum,16,54,",Yogurt,"Please grab the small rectangular container on your back left side, which can be easily dispensed and used as a practical addition to mix with foods such as cereals or fruits",4,1
41009104,"CleansingFoam,0,56,Coffee,-5,54,Atomize,-7,48,",Coffee,Please grab the energizing drink located between the facial cleanser on the front-right and the deodorant applicator on the Back-Left side,4,1
41009105,"SugarlessGum,17,45,CleansingFoam,-1,57,SourMilkDrink,-14,40,ADMilk,-6,41,",CleansingFoam,Grab the facial cleanser on the back-left of the scene to remove dirt and oil for maintaining a clean and smooth complexion,4,1
41009106,"ADMilk,-8,59,SourMilkDrink,19,67,MilkDrink,9,56,CleansingFoam,0,58,",MilkDrink,"Grab the white and pink container that is directly to the left of the SourMilkDrink. It is a convenient and practical way to carry, store, and consume beverages and can be used for milky drinks or smoothies on the go",4,1
41009107,"GlueStick,-9,49,Yogurt,9,55,SourMilkDrink,12,51,",SourMilkDrink,"Grab the small and clear rectangular container on your left-hand side, which can be a delicious and portable beverage for individuals who need to drink sour milk or a related beverage",4,1
41009108,"Softdrink,-10,49,SugarlessGum,5,56,MilkDrink,14,59,Toothpaste,-1,53,",SugarlessGum,"Grab the low-calorie alternative on the left side of Softdrink, which can give me a similar chewing experience as regular gum but without the added sugar content.",4,1
41009109,"SourMilkDrink,-7,46,ADMilk,-15,44,Toothpaste,-4,63,Toothpaste,6,52,",SourMilkDrink,please grab the rectangular plastic container on the Back-Left of the toothpaste,4,1
41009110,"Toothpaste,9,65,Yogurt,3,49,Yogurt,9,40,SugarlessGum,-8,51,",SugarlessGum,Please grab the chewable product that is closest to Toothpaste and can be used for maintaining oral hygiene and freshening breath,4,1
41009111,"Yogurt,20,46,SugarlessGum,-5,60,GlueStick,-2,70,",SugarlessGum,"Can you please hand me the chewing gum that can be used as a low-calorie alternative with no added sugar content, located on the Back-Left of the scene?",4,1
41009112,"SugarlessGum,-15,53,Softdrink,3,70,Coffee,-9,56,",SugarlessGum,"Please grab the chewing product behind the middle item, which can help freshen your breath, stimulate saliva production, or relieve stress through chewing",4,1
41009113,"MilkDrink,-1,52,ADMilk,-5,61,Toothpaste,2,54,Coffee,-5,68,",ADMilk,Please pass me the bottle located in front of the Milk Drink that is typically used as a dairy beverage or in various recipes to add creaminess and flavor.,4,1
41009114,"SourMilkDrink,-1,45,SourMilkDrink,8,56,SugarlessGum,0,45,Softdrink,-6,61,",Softdrink,"Please take the iced tea on the left side of SourMilkDrink, which can quench your thirst and provide a cooling effect, suitable for drinking during hot weather",4,1
41009115,"GlueStick,-7,60,ADMilk,18,66,ADMilk,-5,52,",ADMilk,"Please grab the bottled milk product on the front-right, which is a convenient and portable option for individuals who need to consume milk on-the-go or in situations where access to a refrigerator is limited.",4,1
41009116,"Toothpaste,2,44,SugarlessGum,-14,70,SourMilkDrink,12,60,SourMilkDrink,-12,40,",SourMilkDrink,"Can you pass me the beverage that is on the Back-Left, which is a convenient and portable option for consuming sour milk or a similar drink?",4,1
41009117,"SugarlessGum,12,43,MilkDrink,11,52,SourMilkDrink,2,70,GlueStick,3,43,",GlueStick,"Can you pass me the cylindrical-shaped adhesive at the back-right of the scene, suitable for various lightweight projects and tasks",4,1
41009118,"Atomize,17,60,Yogurt,-15,50,ADMilk,-1,49,CleansingFoam,-7,65,",Yogurt,"Please pass me the portable food container on the back-left side, good for serving yogurt with various food items and easy to squeeze out without making a mess",4,1
41009119,"GlueStick,-14,43,Softdrink,16,53,Toothpaste,-1,51,",Toothpaste,Please grab the dental hygiene product that is to the right of the glue and on the back-left of the drink.,4,1
41009120,"SugarlessGum,1,48,MilkDrink,-15,64,ADMilk,9,42,SourMilkDrink,7,51,",SourMilkDrink,Can you please pass me the portable beverage container on the front-left which is suitable for those who want to enjoy a distinctive and sour milk taste,4,1
41009121,"GlueStick,-14,65,MilkDrink,1,65,Atomize,17,44,",Atomize,Please grab the small cylindrical container located at the back-right of the MilkDrink that can help with personal hygiene by effectively applying deodorant.,4,1
41009122,"SourMilkDrink,20,49,Coffee,-15,47,MilkDrink,17,61,GlueStick,2,69,",GlueStick,"Please grab the cylindrical adhesive item on the Front-Left side, which could be used to attach various lightweight materials and objects for crafting and DIY projects",4,1
41009123,"Yogurt,-13,58,Atomize,17,48,Softdrink,-3,51,",Yogurt,"Can you hand me the practical and convenient food container on the front-left, it is often used to dispense yogurt onto various food items without making a mess",4,1
41009124,"ADMilk,6,67,Atomize,17,54,Softdrink,19,56,",Atomize,Could you please retrieve the small cylindrical container that aids in more efficient application of personal deodorant? It is located in between the two other objects on the left side of the scene,4,1
41009125,"Softdrink,18,70,Coffee,18,47,SugarlessGum,5,52,Coffee,4,47,",Softdrink,"Please grab the refreshing beverage located on the front-right side that is often enjoyed as a thirst-quencher and is brewed using tea leaves and natural ingredients, with a sweeteners and the option of adding fruit juices for extra flavor",4,1
41009126,"GlueStick,15,67,Coffee,-1,60,Yogurt,5,67,",Yogurt,"Can you please grab the squeezable food container located on the right of GlueStick, appropriate for portioning and easily applying yogurt to several types of food",4,1
41009127,"MilkDrink,6,64,GlueStick,2,41,Coffee,18,68,",Coffee,"Please grab the bottled beverage on the back-left side of the Milk Drink, which is designed for easy portability and can be enjoyed on-the-go",4,1
41009128,"Toothpaste,6,54,Softdrink,15,53,Coffee,10,61,",Softdrink,"Please grab the beverage that is in front of the toothpaste and on the right side of the coffee, which is typically consumed during hot weather and can be served in restaurants, cafes, and at social gatherings",4,1
41009129,"SugarlessGum,-15,69,Toothpaste,-15,40,ADMilk,-15,60,Softdrink,20,56,",ADMilk,"Please grab the drink on the front-left of SugarlessGum that is packaged in a bottle and can be used as a beverage or an ingredient in recipes, which is a convenient option for those who need to consume milk on-the-go or in limited access to a refrigerator",4,1
41009130,"Coffee,-6,49,CleansingFoam,1,61,Yogurt,-2,45,MilkDrink,0,46,",CleansingFoam,"Grab the item between Coffee and MilkDrink, which can remove dirt and oil from your skin and get it ready for other skincare routine",4,1
41009131,"SourMilkDrink,-1,67,Softdrink,12,53,Atomize,11,68,",Softdrink,Please grab the rectangular container on the Back-Right of Atomize,4,1
41009132,"Atomize,2,58,GlueStick,1,68,Softdrink,12,66,",Atomize,"Take the cylinder-shaped personal care product that is located on the Back-Right, according to its design, to apply deodorant more effectively and efficiently",4,1
41009133,"MilkDrink,-14,60,SugarlessGum,16,56,Atomize,6,46,",Atomize,"Pick up the cylindrical item that can help you apply deodorant more effectively, which is on the back-right of a cold drink container and on the front-right of a sugar-free chewing gum product",4,1
41009134,"SourMilkDrink,-10,42,Softdrink,18,63,Toothpaste,13,49,MilkDrink,19,70,",Toothpaste,"Can you grab the hygienic product closest to the left of MilkDrink, which helps prevent cavities and bad breath when used to clean teeth",4,1
41009135,"Yogurt,13,70,SugarlessGum,-15,48,Softdrink,-3,66,",SugarlessGum,"Can you please pass me the low-calorie gum located on the back-left, perfect for freshening breath and maintaining oral hygiene",4,1
41009136,"Softdrink,-14,40,CleansingFoam,20,58,Yogurt,-3,44,",Yogurt,"Please grab the food container that is located in between the cool and refreshing lemon drink on the back-left and the facial cleanser on the front-right, which is a practical and convenient method to accurately and easily portion, apply, and dispense the contents onto your favorite cereals, fruits, or smoothies with minimal effort",4,1
41009137,"Coffee,16,51,Coffee,-3,69,MilkDrink,-11,40,SugarlessGum,-6,44,",Coffee,Grab the bottled beverage on the front-right of MilkDrink and SugarlessGum that can be enjoyed on-the-go and provide a quick energy boost.,4,1
41009138,"SourMilkDrink,6,62,SugarlessGum,-5,55,CleansingFoam,-2,64,",SourMilkDrink,Grab the rectangular and clear container on the Front-Left with a convenient and portable option that can be used for lactose-reduced Milk or those who prefer Sour Milk.,4,1
41009139,"Yogurt,9,46,GlueStick,10,50,SourMilkDrink,1,59,SourMilkDrink,-4,64,",SourMilkDrink,Please take the small rectangular clear plastic container with a suitable beverage option that can be conveniently consumed when on-the-go,4,1
41009140,"Softdrink,14,55,SourMilkDrink,-15,41,SugarlessGum,10,69,",SourMilkDrink,"Grab the container to the left of the Sugarless Gum that can provide a convenient and portable way to drink sour milk, which is helpful for lactose-intolerant people",4,1
41009141,"Coffee,16,46,Yogurt,-11,67,Atomize,0,47,",Coffee,"Please grab the portable bottled drink on the back-right side of the scene, which can give you a quick boost of energy and can be enjoyed on-the-go",4,1
41009142,"CleansingFoam,5,69,SugarlessGum,5,49,Coffee,-6,67,",SugarlessGum,"Please grab the chewing gum on the front right, which can freshen your breath and provide a low-calorie alternative to regular gum for those who are watching their sugar intake or for individuals with diabetes",4,1
41009143,"GlueStick,6,51,MilkDrink,-5,70,Yogurt,-3,41,Coffee,2,56,",MilkDrink,"Please grab the portable beverage container located on the front-left of the scene, that is commonly used to store and consume cold drinks on-the-go",4,1
41009144,"ADMilk,2,70,MilkDrink,11,59,GlueStick,-3,69,",ADMilk,"Can you give me the milk product sitting between the glue stick on the right and the milk drink on the left, which can be consumed as is or used in various recipes",4,1
41009145,"GlueStick,-4,60,Toothpaste,-2,57,Yogurt,-7,56,",Toothpaste,"Grab the product behind the yogurt on the front-right, which is essential for maintaining proper oral hygiene and removing food particles, bacteria, and stains from your teeth",4,1
41009146,"SugarlessGum,-11,43,SugarlessGum,8,40,ADMilk,-5,54,Toothpaste,-14,59,",ADMilk,Please pass me the milk product that is usually consumed as a beverage and also used in various recipes like smoothies or coffee,4,1
41009147,"Softdrink,14,64,Coffee,14,66,Coffee,-10,61,SugarlessGum,17,68,",Coffee,Grab the energy-boosting bottled drink that is located between the iced tea on the front-right and the chewing gum on the front-right,4,1
41009148,"MilkDrink,17,49,Coffee,5,65,Softdrink,7,60,ADMilk,-9,48,",ADMilk,"Please grab the dairy product behind the MilkDrink, suitable for drinking or adding to other foods when convenience is paramount",4,1
41009149,"ADMilk,17,63,ADMilk,10,46,SugarlessGum,-13,48,GlueStick,-3,44,",SugarlessGum,Can you grab the low-calorie gum product in front of the Milk container that can provide fresh breath and stimulate saliva production,4,1
41009150,"SourMilkDrink,14,62,Yogurt,-5,46,ADMilk,-12,59,CleansingFoam,12,45,",SourMilkDrink,Grab the portable beverage option that can be drunk on-the-go and is in the front-right of the scene,4,1
41009151,"GlueStick,-4,50,Atomize,-1,67,MilkDrink,1,43,Yogurt,-10,68,",MilkDrink,"Please retrieve the portable refrigerated drink that is located on the back-right of the scene, which serves as a convenient option for hydration that can be consumed on-the-go",4,1
41009152,"SugarlessGum,-5,61,Atomize,-3,67,CleansingFoam,14,68,SugarlessGum,17,45,",CleansingFoam,"Please grab the facial cleanser that prepares the skin for other skincare products, it is located on the Front-Right side of SugarlessGum",4,1
41009153,"Toothpaste,17,64,CleansingFoam,14,43,MilkDrink,-5,67,Coffee,-12,48,",MilkDrink,"Grab the icy drink located on the front-right, which can be taken with you on-the-go to stay refreshed and hydrated",4,1
41009154,"MilkDrink,6,67,CleansingFoam,14,44,MilkDrink,-2,41,",MilkDrink,"Please grab the cylindrical container on the Back-Left side, which is a practical option for carrying and consuming cold beverages on-the-go",4,1
41009155,"Toothpaste,-14,42,GlueStick,-4,44,GlueStick,16,54,",Toothpaste,"Grab the dental hygiene product on the back-left side, which is perfect for maintaining your oral health and fighting against tooth decay and bad breath",4,1
41009156,"Toothpaste,5,52,Atomize,-4,58,GlueStick,15,56,MilkDrink,9,59,",GlueStick,"Grab the cylindrical adhesive product on the front-right side of Toothpaste, which is perfect for attaching lightweight objects, crafting and DIY, and professional office tasks",4,1
41009157,"SugarlessGum,-15,42,MilkDrink,0,44,Toothpaste,8,53,Softdrink,-8,60,",MilkDrink,Please grab the beverage that is on the Front-Right of the SugarlessGum. It is a practical container that can hold milk or other similar liquids,4,1
41009158,"CleansingFoam,-10,67,Yogurt,5,69,Toothpaste,10,64,",Toothpaste,"Please grab the oral hygiene product that is on the Back-Right of the scene, which is used to clean teeth, removing food particles and maintaining fresh breath as a part of routine dental care",4,1
41009159,"ADMilk,0,47,CleansingFoam,18,69,MilkDrink,-8,70,Yogurt,-5,60,",Yogurt,"Please grab the tube with the white and creamy food product located on the Front-Left of the scene, which is commonly used for being an easy-to-apply and practical topping for bowls of fruits, cereals, or smoothies.",4,1
41009160,"Atomize,0,65,Toothpaste,-7,64,Coffee,2,46,",Atomize,Please pass me the item on the front-right that can help me refresh my scent by evenly applying deodorant onto my underarms,4,1
41009161,"CleansingFoam,7,62,ADMilk,-12,50,Atomize,-6,55,",CleansingFoam,"Please grab the item that is meant to remove dirt, oil, and impurities from your skin and is located on the Front-Right of Atomize",4,1
41009162,"Toothpaste,-10,43,Yogurt,8,53,Yogurt,1,55,MilkDrink,15,63,",Yogurt,"Please pass me the food container that is between Toothpaste and MilkDrink, which is perfect for portioning out yogurt and easily dispensing it on other food items like cereals, fruits, or smoothies",4,1
41009163,"Toothpaste,6,69,GlueStick,7,69,SugarlessGum,12,60,Yogurt,16,45,",Yogurt,"Can you please pass me the item on the Back-Right of the GlueStick, which is stored in a squeeze tube and can be easily applied to various food items like cereals, fruits, or smoothies",4,1
41009164,"Atomize,0,48,SourMilkDrink,-4,69,Coffee,-5,50,",SourMilkDrink,Please grab the clear plastic portable container on your front-right side that is suitable for on-the-go consumption and typically used for consuming a particular type of beverage.,4,1
41009165,"GlueStick,18,53,MilkDrink,10,52,Coffee,5,56,GlueStick,18,56,",Coffee,Get the energizing bottled drink that is situated to the right of the object that can be used for attaching lightweight materials and can be found on the front-right side of the scene,4,1
41009166,"ADMilk,-10,57,SourMilkDrink,3,64,Atomize,4,50,",SourMilkDrink,"Could you please hand me the small transparent container on the Back-Right side of the milk product, which is suitable for lactose-restricted individuals or if I desire sour taste at convenience",4,1
41009167,"SourMilkDrink,16,51,ADMilk,6,67,SourMilkDrink,12,51,",SourMilkDrink,"Please grab the portable beverage on the Front-Right side, useful for lactose intolerant individuals or those who prefer sour milk.",4,1
41009168,"Coffee,-4,51,SugarlessGum,-7,60,Atomize,-11,68,",SugarlessGum,"Grab the small package located on the Front-Left of the scene, provides a freshening experience similar to traditional but without the added sugar content",4,1
41009169,"GlueStick,-15,68,ADMilk,15,44,Yogurt,-7,67,Atomize,-2,62,",Yogurt,Please grab the food container on the Front-Right of the scene that is suitable for dispensing and portioning out yogurt for various applications,4,1
41009170,"Toothpaste,17,48,Yogurt,-15,66,Yogurt,5,58,ADMilk,3,40,",Yogurt,"Take the tube-shaped food container on the Front-Right of ADMilk, which is a practical and convenient way to store and dispense yogurt",4,1
41009171,"MilkDrink,6,54,Coffee,-8,40,GlueStick,-2,54,",Coffee,"Please grab the bottle in the Back-Left that can provide caffeine and energy, which is perfect for an on-the-go lifestyle.",4,1
41009172,"Atomize,-11,49,Toothpaste,14,63,GlueStick,7,57,CleansingFoam,-13,44,",CleansingFoam,"Can you hand me the hygiene product on the back-left of the scene that can remove dirt, oil and impurities, preparing my skin for further treatments",4,1
41009173,"ADMilk,17,63,MilkDrink,15,67,SugarlessGum,-1,59,Softdrink,-1,44,",MilkDrink,Can you please pass me the portable and practical beverage container on the Front-Left side of the scene?,4,1
41009174,"Toothpaste,17,69,SugarlessGum,13,66,ADMilk,13,52,SourMilkDrink,4,64,",ADMilk,Grab the white beverage behind something and also to the left of the chewing gum to have it as a subunit of another recipe,4,1
41009175,"Softdrink,-9,43,Coffee,3,47,CleansingFoam,-7,45,SugarlessGum,-4,46,",SugarlessGum,Please grab the item that is located next to the cleansing foam and is ideal for freshening breath and stimulating saliva production,4,1
41009176,"ADMilk,19,45,Atomize,1,70,Toothpaste,15,67,",ADMilk,"Please grab the milk product located on the back-right side. This item is typically used as a beverage or ingredient in various recipes, and is ideal for individuals who need a convenient and portable option for consuming milk on-the-go or in situations without access to a refrigerator.",4,1
41009177,"SourMilkDrink,-15,59,Yogurt,6,60,CleansingFoam,-5,57,SourMilkDrink,8,55,",Yogurt,"Please grab the second item from the left, which is a convenient and practical container for storing and easily dispensing yogurt",4,1
41009178,"SourMilkDrink,-6,63,SugarlessGum,11,55,Atomize,11,51,ADMilk,-13,47,",Atomize,"Can you grab the cylindrical deodorant applicator located on the Front-Right of the scene, designed to help you apply deodorant effectively and efficiently",4,1
41009179,"Yogurt,4,49,Softdrink,8,49,Toothpaste,-14,63,Atomize,-11,41,",Yogurt,"Get me the practical and convenient food container on the front-right side, with the ability to easily dispense its contents without the need for utensils and maintains its freshness over time",4,1
41009180,"Atomize,-5,43,Yogurt,7,64,Atomize,-10,45,Toothpaste,-4,57,",Yogurt,Could you grab the food container located on the front-right side? It's useful for portioning out and easily applying foods. Perfect for adding to your daily meals,4,1
41009181,"ADMilk,-3,61,MilkDrink,10,56,Atomize,1,40,Coffee,16,51,",MilkDrink,"Grab the portable and practical beverage container that serves as the perfect way to enjoy a cold drink when access to a refrigerator or a cup is limited, and which is located on the Front-Right side of Atomize.",4,1
41009182,"Coffee,18,55,Yogurt,-12,50,ADMilk,4,54,MilkDrink,14,69,",ADMilk,"Please hand me the drink that can be used as an ingredient in various recipes, staying on the Back-Left side of Yogurt and MilkDrink.",4,1
41009183,"SugarlessGum,-10,44,GlueStick,20,58,SugarlessGum,-12,42,GlueStick,3,64,",SugarlessGum,"Grab the item behind the second GlueStick, which can help freshen your breath without containing any sugar",4,1
41009184,"CleansingFoam,-15,51,SugarlessGum,0,44,CleansingFoam,6,47,GlueStick,13,68,",GlueStick,"Please hand me the cylindrical object located on the front-right which can be used for attaching various materials such as paper, fabric or cardboard to each other.",4,1
41009185,"SourMilkDrink,-10,62,Atomize,6,42,CleansingFoam,20,60,SugarlessGum,-2,55,",CleansingFoam,Please grab the facial cleanser that is on the Back-Right of SourMilkDrink and can help remove dirt and impurities from your skin for a fresh and healthy appearance,4,1
41009186,"GlueStick,-9,59,MilkDrink,6,53,Atomize,-9,42,",GlueStick,"Please pass me the object on the front-left side of a container that is often used for drinks, and can be used to attach various lightweight materials with ease",4,1
41009187,"ADMilk,20,47,CleansingFoam,19,62,Atomize,-6,47,",ADMilk,Please grab the portable bottle package which can be used as a beverage or ingredient for various recipes and is located on the right side of Atomize,4,1
41009188,"GlueStick,8,51,CleansingFoam,4,49,Coffee,5,64,",Coffee,Please grab the energizing beverage that can be easily carried on the back-right corner,4,1
